文件名,文件路径,策略类型,真策略,可执行,ML依赖,文件依赖,时间框架,市场类型,账户类型,ML库,代码行数,扫描状态,错误信息
84 韶华研究之一，布林突破+均线金叉，四年五倍.txt,/Users/yuping/Downloads/git/jk2bt-main/jkcode/jkcode/84 韶华研究之一，布林突破+均线金叉，四年五倍.txt,研究说明/非策略文档; 依赖文件资源策略; 期货/股指策略,否,否,否,是,日线,期货/股指,单账户,,580,not_strategy,非策略文件（研究文档/配套资料）
85 【深度解析 七】BBI指标-大盘涨跌-宽基轮动 模型.txt,/Users/yuping/Downloads/git/jk2bt-main/jkcode/jkcode/85 【深度解析 七】BBI指标-大盘涨跌-宽基轮动 模型.txt,研究说明/非策略文档; ETF策略; 依赖ML库策略; 期货/股指策略,否,是,是,否,日线,ETF,单账户,numpy,365,valid,
85 价值策略重开，再次向Jqz1226致敬.txt,/Users/yuping/Downloads/git/jk2bt-main/jkcode/jkcode/85 价值策略重开，再次向Jqz1226致敬.txt,依赖ML库策略; 研究说明/非策略文档; ETF策略; 期货/股指策略; 多账户/子账户策略; 依赖文件资源策略,否,否,是,是,日线,ETF,多账户,pandas; scipy; statsmodels; numpy,889,syntax_error,语法错误: inconsistent use of tabs and spaces in indentation (行 137)
85 易方达中小盘（魔改版）.txt,/Users/yuping/Downloads/git/jk2bt-main/jkcode/jkcode/85 易方达中小盘（魔改版）.txt,多账户/子账户策略; 依赖文件资源策略; 期货/股指策略,是,是,否,是,日线,期货/股指,多账户,,87,valid,
85 稳健型ETF策略.txt,/Users/yuping/Downloads/git/jk2bt-main/jkcode/jkcode/85 稳健型ETF策略.txt,依赖ML库策略; ETF策略; 期货/股指策略,是,是,是,否,日线,ETF,单账户,pandas; numpy,165,valid,
85 致敬市场(1)，探讨指数化策略投资.txt,/Users/yuping/Downloads/git/jk2bt-main/jkcode/jkcode/85 致敬市场(1)，探讨指数化策略投资.txt,研究说明/非策略文档; 依赖ML库策略; 期货/股指策略,否,是,是,否,日线,期货/股指,单账户,pandas,101,valid,
86 北上詹姆斯.txt,/Users/yuping/Downloads/git/jk2bt-main/jkcode/jkcode/86 北上詹姆斯.txt,依赖ML库策略; 依赖文件资源策略; 期货/股指策略,是,是,是,是,日线,期货/股指,单账户,pandas; numpy,96,valid,
86 手把手教你构建ETF策略候选池优化版.txt,/Users/yuping/Downloads/git/jk2bt-main/jkcode/jkcode/86 手把手教你构建ETF策略候选池优化版.txt,研究说明/非策略文档; ETF策略; 依赖ML库策略; 期货/股指策略,否,否,是,否,日线,ETF,单账户,sklearn; pandas; torch,110,not_strategy,无策略函数定义
86 最新解密--追涨龙头打板策略.txt,/Users/yuping/Downloads/git/jk2bt-main/jkcode/jkcode/86 最新解密--追涨龙头打板策略.txt,多账户/子账户策略; 依赖文件资源策略; 期货/股指策略,是,是,否,是,日线,期货/股指,多账户,,300,valid,
86 预判st并过滤避雷代码 740（50只）.txt,/Users/yuping/Downloads/git/jk2bt-main/jkcode/jkcode/86 预判st并过滤避雷代码 740（50只）.txt,依赖ML库策略; 期货/股指策略,是,是,是,否,日线,期货/股指,单账户,pandas,371,valid,
87 【基本面三角3.0】看过之前策略的就略过吧.txt,/Users/yuping/Downloads/git/jk2bt-main/jkcode/jkcode/87 【基本面三角3.0】看过之前策略的就略过吧.txt,研究说明/非策略文档; 依赖ML库策略; 依赖文件资源策略; 期货/股指策略,否,否,是,是,日线,期货/股指,单账户,sklearn; talib,412,no_initialize,no_initialize
87 北上净买入策略.txt,/Users/yuping/Downloads/git/jk2bt-main/jkcode/jkcode/87 北上净买入策略.txt,分钟级/日内策略; 期货/股指策略,是,是,否,否,分钟级,期货/股指,单账户,,146,valid,
87 山寨每月轮动调仓的红利策略.txt,/Users/yuping/Downloads/git/jk2bt-main/jkcode/jkcode/87 山寨每月轮动调仓的红利策略.txt,依赖ML库策略; 期货/股指策略,是,是,是,否,日线,期货/股指,单账户,pandas; numpy,106,valid,
87 山寨红利.txt,/Users/yuping/Downloads/git/jk2bt-main/jkcode/jkcode/87 山寨红利.txt,依赖ML库策略; 期货/股指策略,是,是,是,否,日线,期货/股指,单账户,pandas; numpy,105,valid,
87 穿越牛熊基业长青的价值精选策略.txt,/Users/yuping/Downloads/git/jk2bt-main/jkcode/jkcode/87 穿越牛熊基业长青的价值精选策略.txt,依赖ML库策略; 依赖文件资源策略; 期货/股指策略,是,是,是,是,日线,期货/股指,单账户,pandas; numpy,298,valid,
88 WY大神的“龙头打板”策略小改.txt,/Users/yuping/Downloads/git/jk2bt-main/jkcode/jkcode/88 WY大神的“龙头打板”策略小改.txt,依赖ML库策略; 分钟级/日内策略; 期货/股指策略,是,是,是,否,分钟级,期货/股指,单账户,pandas,481,valid,
88 【股指期货】收盘折溢价策略.txt,/Users/yuping/Downloads/git/jk2bt-main/jkcode/jkcode/88 【股指期货】收盘折溢价策略.txt,多账户/子账户策略; 依赖文件资源策略; 期货/股指策略,是,是,否,是,日线,期货/股指,多账户,,196,valid,
88 基于动量因子的ETF轮动加上RSRS择时.txt,/Users/yuping/Downloads/git/jk2bt-main/jkcode/jkcode/88 基于动量因子的ETF轮动加上RSRS择时.txt,依赖ML库策略; ETF策略; 分钟级/日内策略; 期货/股指策略,是,是,是,否,分钟级,ETF,单账户,numpy,169,valid,
88 打首板策略，今年收益达到40%，绝无未来函数.txt,/Users/yuping/Downloads/git/jk2bt-main/jkcode/jkcode/88 打首板策略，今年收益达到40%，绝无未来函数.txt,分钟级/日内策略; 依赖文件资源策略; 期货/股指策略,是,是,否,是,分钟级,期货/股指,单账户,,336,valid,
88 韶华研究之十六，指数增强.txt,/Users/yuping/Downloads/git/jk2bt-main/jkcode/jkcode/88 韶华研究之十六，指数增强.txt,研究说明/非策略文档; 依赖ML库策略; 依赖文件资源策略; 期货/股指策略,否,否,是,是,日线,期货/股指,单账户,sklearn; pandas; scipy; numpy,459,not_strategy,非策略文件（研究文档/配套资料）
89 2020年效果很好的策略-龙回头策略v3.0.txt,/Users/yuping/Downloads/git/jk2bt-main/jkcode/jkcode/89 2020年效果很好的策略-龙回头策略v3.0.txt,期货/股指策略,是,是,否,否,日线,期货/股指,单账户,,172,valid,
89 基于Gyro^.^大神的小市值策略的因子匹配研究.txt,/Users/yuping/Downloads/git/jk2bt-main/jkcode/jkcode/89 基于Gyro^.^大神的小市值策略的因子匹配研究.txt,研究说明/非策略文档; 依赖ML库策略; 期货/股指策略,否,否,是,否,日线,期货/股指,单账户,pandas,173,not_strategy,非策略文件（研究文档/配套资料）
89 年化收益55.7%， 超高胜率 0.799！.txt,/Users/yuping/Downloads/git/jk2bt-main/jkcode/jkcode/89 年化收益55.7%， 超高胜率 0.799！.txt,研究说明/非策略文档; 多账户/子账户策略; 依赖ML库策略; 期货/股指策略,否,否,是,否,日线,期货/股指,多账户,pandas; talib; scipy; statsmodels; numpy,1054,syntax_error,语法错误: Missing parentheses in call to 'print'. Did you mean print(max_stock)? (行 187)
89 韶华研究之二，顺势而为，年化140.txt,/Users/yuping/Downloads/git/jk2bt-main/jkcode/jkcode/89 韶华研究之二，顺势而为，年化140.txt,研究说明/非策略文档; 依赖ML库策略; 依赖文件资源策略; 期货/股指策略,否,否,是,是,日线,期货/股指,单账户,pandas,336,not_strategy,非策略文件（研究文档/配套资料）
90 2019年到现在19倍的新策略.txt,/Users/yuping/Downloads/git/jk2bt-main/jkcode/jkcode/90 2019年到现在19倍的新策略.txt,分钟级/日内策略; 依赖文件资源策略; 期货/股指策略,是,是,否,是,分钟级,期货/股指,单账户,,103,valid,
90 国债固收+.txt,/Users/yuping/Downloads/git/jk2bt-main/jkcode/jkcode/90 国债固收+.txt,依赖ML库策略; 期货/股指策略,是,是,是,否,日线,期货/股指,单账户,pandas; scipy; numpy,48,valid,
90 大师策略——柯林·麦克连成长价值优势投资法.txt,/Users/yuping/Downloads/git/jk2bt-main/jkcode/jkcode/90 大师策略——柯林·麦克连成长价值优势投资法.txt,分钟级/日内策略; 依赖文件资源策略; 期货/股指策略,是,是,否,是,分钟级,期货/股指,单账户,,259,valid,
90 超稳+翻倍，贝塔值只有0.048的期指策略.txt,/Users/yuping/Downloads/git/jk2bt-main/jkcode/jkcode/90 超稳+翻倍，贝塔值只有0.048的期指策略.txt,依赖ML库策略; ETF策略; 期货/股指策略; 分钟级/日内策略; 多账户/子账户策略; 依赖文件资源策略,是,否,是,是,分钟级,ETF,多账户,pandas; talib; numpy,405,missing_api,missing_api
90 配套资料说明.txt,/Users/yuping/Downloads/git/jk2bt-main/jkcode/jkcode/90 配套资料说明.txt,股票策略; 研究说明/非策略文档,否,否,否,否,日线,股票,单账户,,7,not_strategy,非策略文件（研究文档/配套资料）
91 ETF-T0动量策略，年化 18%，回撤3.31%.txt,/Users/yuping/Downloads/git/jk2bt-main/jkcode/jkcode/91 ETF-T0动量策略，年化 18%，回撤3.31%.txt,ETF策略; 分钟级/日内策略; 依赖文件资源策略; 期货/股指策略,是,是,否,是,分钟级,ETF,单账户,,87,valid,
91 一个月轮动股票换仓，内日做T，相对高频交易.txt,/Users/yuping/Downloads/git/jk2bt-main/jkcode/jkcode/91 一个月轮动股票换仓，内日做T，相对高频交易.txt,依赖ML库策略; 分钟级/日内策略; 期货/股指策略,是,是,是,否,分钟级,期货/股指,单账户,pandas; numpy,472,valid,
91 欧奈尔 RPS选股战法回测b.txt,/Users/yuping/Downloads/git/jk2bt-main/jkcode/jkcode/91 欧奈尔 RPS选股战法回测b.txt,依赖ML库策略; 依赖文件资源策略; 期货/股指策略,是,是,是,是,日线,期货/股指,单账户,pandas; talib; numpy,163,valid,
91 配套资料说明.txt,/Users/yuping/Downloads/git/jk2bt-main/jkcode/jkcode/91 配套资料说明.txt,股票策略; 研究说明/非策略文档,否,否,否,否,日线,股票,单账户,,8,not_strategy,非策略文件（研究文档/配套资料）
92 敢于直接实盘的—八仙过海V2.txt,/Users/yuping/Downloads/git/jk2bt-main/jkcode/jkcode/92 敢于直接实盘的—八仙过海V2.txt,依赖ML库策略; ETF策略; 依赖文件资源策略; 期货/股指策略,是,是,是,是,日线,ETF,单账户,pandas; talib,260,valid,
92 致敬市场--4 解析细节.txt,/Users/yuping/Downloads/git/jk2bt-main/jkcode/jkcode/92 致敬市场--4 解析细节.txt,研究说明/非策略文档; 依赖ML库策略; 依赖文件资源策略; 期货/股指策略,否,是,是,是,日线,期货/股指,单账户,pandas,115,valid,
92 行业宽度轮动研究.txt,/Users/yuping/Downloads/git/jk2bt-main/jkcode/jkcode/92 行业宽度轮动研究.txt,研究说明/非策略文档; 依赖ML库策略; 期货/股指策略,否,否,是,否,日线,期货/股指,单账户,pandas; talib; numpy,266,not_strategy,非策略文件（研究文档/配套资料）
92 配套资料说明.txt,/Users/yuping/Downloads/git/jk2bt-main/jkcode/jkcode/92 配套资料说明.txt,股票策略; 研究说明/非策略文档,否,否,否,否,日线,股票,单账户,,8,not_strategy,非策略文件（研究文档/配套资料）
93 234板介入-2023年14倍-无未来.txt,/Users/yuping/Downloads/git/jk2bt-main/jkcode/jkcode/93 234板介入-2023年14倍-无未来.txt,依赖ML库策略; 分钟级/日内策略; 期货/股指策略,是,是,是,否,分钟级,期货/股指,单账户,pandas,938,valid,
93 【超跌反弹v1.0】3年2.3倍的超跌反弹小牛股.txt,/Users/yuping/Downloads/git/jk2bt-main/jkcode/jkcode/93 【超跌反弹v1.0】3年2.3倍的超跌反弹小牛股.txt,依赖ML库策略; 分钟级/日内策略; 依赖文件资源策略; 期货/股指策略,是,是,是,是,分钟级,期货/股指,单账户,talib,220,valid,
93 北向Boll带_ETF组合宝付费策略.txt,/Users/yuping/Downloads/git/jk2bt-main/jkcode/jkcode/93 北向Boll带_ETF组合宝付费策略.txt,依赖ML库策略; ETF策略; 期货/股指策略; 分钟级/日内策略; 依赖文件资源策略,是,是,是,是,分钟级,ETF,单账户,pandas; talib,377,valid,
93 因子看板多因子模型---由量化课堂多因子模型修改.txt,/Users/yuping/Downloads/git/jk2bt-main/jkcode/jkcode/93 因子看板多因子模型---由量化课堂多因子模型修改.txt,依赖ML库策略; 期货/股指策略,是,是,是,否,日线,期货/股指,单账户,pandas; numpy,310,valid,
93 配套资料说明.txt,/Users/yuping/Downloads/git/jk2bt-main/jkcode/jkcode/93 配套资料说明.txt,研究说明/非策略文档,否,否,否,否,日线,股票,单账户,,8,not_strategy,非策略文件（研究文档/配套资料）
94 别人“拿的住”的股票最赚钱.txt,/Users/yuping/Downloads/git/jk2bt-main/jkcode/jkcode/94 别人“拿的住”的股票最赚钱.txt,分钟级/日内策略; 依赖文件资源策略; 期货/股指策略,是,是,否,是,分钟级,期货/股指,单账户,,88,valid,
94 小资金短线策略.txt,/Users/yuping/Downloads/git/jk2bt-main/jkcode/jkcode/94 小资金短线策略.txt,依赖ML库策略; 期货/股指策略,是,是,是,否,日线,期货/股指,单账户,pandas; numpy,77,valid,
94 布林线追龙头战法.txt,/Users/yuping/Downloads/git/jk2bt-main/jkcode/jkcode/94 布林线追龙头战法.txt,依赖文件资源策略; 期货/股指策略,是,是,否,是,日线,期货/股指,单账户,,158,valid,
94 配套资料说明.txt,/Users/yuping/Downloads/git/jk2bt-main/jkcode/jkcode/94 配套资料说明.txt,股票策略; 研究说明/非策略文档,否,否,否,否,日线,股票,单账户,,8,not_strategy,非策略文件（研究文档/配套资料）
95 冲天炮最高板策略迭代.txt,/Users/yuping/Downloads/git/jk2bt-main/jkcode/jkcode/95 冲天炮最高板策略迭代.txt,依赖ML库策略; 分钟级/日内策略; 依赖文件资源策略; 期货/股指策略,是,是,是,是,分钟级,期货/股指,单账户,sklearn,232,valid,
95 学习贴《一个完整的-深度学习-神经网络pipeline》.txt,/Users/yuping/Downloads/git/jk2bt-main/jkcode/jkcode/95 学习贴《一个完整的-深度学习-神经网络pipeline》.txt,依赖ML库策略; 研究说明/非策略文档; ETF策略; 期货/股指策略; 依赖文件资源策略,否,是,是,是,日线,ETF,单账户,sklearn; pandas; torch; numpy,242,valid,
95 配套资料说明.txt,/Users/yuping/Downloads/git/jk2bt-main/jkcode/jkcode/95 配套资料说明.txt,研究说明/非策略文档,否,否,否,否,日线,股票,单账户,,8,not_strategy,非策略文件（研究文档/配套资料）
95 首席质量因子-Gross Profitabilit（简化版）.txt,/Users/yuping/Downloads/git/jk2bt-main/jkcode/jkcode/95 首席质量因子-Gross Profitabilit（简化版）.txt,依赖文件资源策略; 期货/股指策略,是,是,否,是,日线,期货/股指,单账户,,148,valid,
96 【复现】高频价量相关性，意想不到的选股因子.txt,/Users/yuping/Downloads/git/jk2bt-main/jkcode/jkcode/96 【复现】高频价量相关性，意想不到的选股因子.txt,依赖ML库策略; 依赖文件资源策略; 期货/股指策略,是,是,是,是,日线,期货/股指,单账户,sklearn; pandas; numpy,124,valid,
96 配套资料说明.txt,/Users/yuping/Downloads/git/jk2bt-main/jkcode/jkcode/96 配套资料说明.txt,研究说明/非策略文档,否,否,否,否,日线,股票,单账户,,8,not_strategy,非策略文件（研究文档/配套资料）
96 集合竞价量比策略V1.txt,/Users/yuping/Downloads/git/jk2bt-main/jkcode/jkcode/96 集合竞价量比策略V1.txt,依赖ML库策略; 分钟级/日内策略; 期货/股指策略,是,否,是,否,分钟级,期货/股指,单账户,pandas; talib; numpy,201,missing_api,missing_api
96 首版+2版龙虎榜挖掘V2.0，年化1400.txt,/Users/yuping/Downloads/git/jk2bt-main/jkcode/jkcode/96 首版+2版龙虎榜挖掘V2.0，年化1400.txt,分钟级/日内策略; 期货/股指策略,是,是,否,否,分钟级,期货/股指,单账户,,284,valid,
97 稳定高回报周期股策略2-RSRS择时.txt,/Users/yuping/Downloads/git/jk2bt-main/jkcode/jkcode/97 稳定高回报周期股策略2-RSRS择时.txt,依赖ML库策略; 依赖文件资源策略; 期货/股指策略,是,是,是,是,日线,期货/股指,单账户,pandas; statsmodels; numpy,383,valid,
97 趋势筛选后相关性最小etf轮动-加速10倍版.txt,/Users/yuping/Downloads/git/jk2bt-main/jkcode/jkcode/97 趋势筛选后相关性最小etf轮动-加速10倍版.txt,依赖ML库策略; ETF策略; 期货/股指策略,是,是,是,否,日线,ETF,单账户,pandas; numpy,156,valid,
97 配套资料说明.txt,/Users/yuping/Downloads/git/jk2bt-main/jkcode/jkcode/97 配套资料说明.txt,研究说明/非策略文档,否,否,否,否,日线,股票,单账户,,8,not_strategy,非策略文件（研究文档/配套资料）
98 【漂亮50】“漂亮50”策略复现以及股息率排序函数.txt,/Users/yuping/Downloads/git/jk2bt-main/jkcode/jkcode/98 【漂亮50】“漂亮50”策略复现以及股息率排序函数.txt,依赖ML库策略; 期货/股指策略,是,是,是,否,日线,期货/股指,单账户,pandas; numpy,361,valid,
98 追涨大师（超额142）.txt,/Users/yuping/Downloads/git/jk2bt-main/jkcode/jkcode/98 追涨大师（超额142）.txt,依赖ML库策略; 期货/股指策略,是,是,是,否,日线,期货/股指,单账户,sklearn,189,valid,
98 配套资料说明.txt,/Users/yuping/Downloads/git/jk2bt-main/jkcode/jkcode/98 配套资料说明.txt,股票策略; 研究说明/非策略文档,否,否,否,否,日线,股票,单账户,,8,not_strategy,非策略文件（研究文档/配套资料）
98 韶华研究之六，简单不一样的发现趋势，3年6倍.txt,/Users/yuping/Downloads/git/jk2bt-main/jkcode/jkcode/98 韶华研究之六，简单不一样的发现趋势，3年6倍.txt,研究说明/非策略文档; 依赖ML库策略; 依赖文件资源策略; 期货/股指策略,否,否,是,是,日线,期货/股指,单账户,sklearn; pandas; numpy,342,not_strategy,非策略文件（研究文档/配套资料）
99 欧奈尔CANSLIM策略初探三.txt,/Users/yuping/Downloads/git/jk2bt-main/jkcode/jkcode/99 欧奈尔CANSLIM策略初探三.txt,依赖ML库策略; 分钟级/日内策略; 依赖文件资源策略; 期货/股指策略,是,是,是,是,分钟级,期货/股指,单账户,pandas; numpy,283,valid,
99 配套资料说明.txt,/Users/yuping/Downloads/git/jk2bt-main/jkcode/jkcode/99 配套资料说明.txt,研究说明/非策略文档,否,否,否,否,日线,股票,单账户,,8,not_strategy,非策略文件（研究文档/配套资料）
99 韶华研究之二十，竞价异动.txt,/Users/yuping/Downloads/git/jk2bt-main/jkcode/jkcode/99 韶华研究之二十，竞价异动.txt,依赖ML库策略; 研究说明/非策略文档; 期货/股指策略; 分钟级/日内策略; 依赖文件资源策略,否,否,是,是,分钟级,期货/股指,单账户,sklearn; pandas; numpy,316,not_strategy,非策略文件（研究文档/配套资料）
99最新龙回头5.0速度优化版+风险控制版本.txt,/Users/yuping/Downloads/git/jk2bt-main/jkcode/jkcode/99最新龙回头5.0速度优化版+风险控制版本.txt,依赖ML库策略; 分钟级/日内策略; 期货/股指策略,是,是,是,否,分钟级,期货/股指,单账户,pandas; talib; numpy,400,valid,
field_map_output.txt,/Users/yuping/Downloads/git/jk2bt-main/jkcode/jkcode/field_map_output.txt,研究说明/非策略文档; 期货/股指策略,否,否,否,否,日线,期货/股指,单账户,,295,syntax_error,语法错误: invalid syntax (行 1)
